Unnamed: 0,datetime,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windspeed,cloudcover,visibility,conditions,icon
56,2022-01-03 08:00:00,31.1,22.1,13.5,47.57,0.0,0,0.0,0.0,11.2,46.6,9.9,Partially cloudy,partly-cloudy-day
57,2022-01-03 09:00:00,30.2,18.8,7.3,37.57,0.0,0,0.0,0.0,16.1,100.0,9.9,Overcast,cloudy
58,2022-01-03 10:00:00,30.2,20.2,9.3,41.01,0.0,0,0.0,0.0,12.7,100.0,9.9,Overcast,cloudy
59,2022-01-03 11:00:00,29.3,21.2,10.8,45.5,0.0,0,0.0,0.0,8.5,100.0,9.9,Overcast,cloudy
60,2022-01-03 12:00:00,29.3,21.2,9.6,43.11,0.0,0,0.0,0.0,8.5,100.0,9.9,Overcast,cloudy
61,2022-01-03 13:00:00,29.3,19.7,7.6,39.4,0.0,0,0.0,0.0,11.2,100.0,9.9,Overcast,cloudy
62,2022-01-03 14:00:00,28.6,17.8,10.4,45.88,0.0,0,0.0,0.0,13.6,100.0,9.9,Overcast,cloudy
63,2022-01-03 15:00:00,27.5,17.6,11.8,51.16,0.0,0,0.0,0.0,11.0,91.8,9.9,Overcast,cloudy
64,2022-01-03 16:00:00,27.5,16.5,10.6,48.53,0.0,0,0.0,0.0,13.3,45.5,9.9,Partially cloudy,partly-cloudy-day
65,2022-01-03 17:00:00,27.5,15.4,6.8,40.93,0.0,0,0.0,0.0,16.2,60.4,9.9,Partially cloudy,partly-cloudy-night
66,2022-01-03 18:00:00,27.3,17.2,3.9,36.12,0.0,0,0.0,0.0,11.3,23.8,9.9,Partially cloudy,partly-cloudy-night
67,2022-01-03 19:00:00,26.6,16.7,4.0,37.37,0.0,0,0.0,0.0,10.7,23.8,9.9,Partially cloudy,partly-cloudy-night
68,2022-01-03 20:00:00,25.6,16.7,3.5,38.04,0.0,0,0.0,0.0,8.5,23.8,9.9,Partially cloudy,partly-cloudy-night
69,2022-01-03 21:00:00,24.7,12.7,6.7,45.71,0.0,0,0.0,0.0,13.9,13.4,9.9,Clear,clear-night
70,2022-01-03 22:00:00,24.7,14.9,9.8,52.53,0.0,0,0.0,0.0,9.6,7.2,9.9,Clear,clear-night
71,2022-01-03 23:00:00,23.5,12.5,10.6,57.2,0.0,0,0.0,0.0,11.3,0.0,9.9,Clear,clear-night
72,2022-01-04 00:00:00,22.7,13.7,11.5,61.69,0.0,0,0.0,0.0,7.7,0.0,9.9,Clear,clear-night
73,2022-01-04 01:00:00,22.5,12.1,10.6,59.88,0.0,0,0.0,0.0,9.6,0.0,9.9,Clear,clear-night
74,2022-01-04 02:00:00,21.5,11.8,6.6,52.1,0.0,0,0.0,0.0,8.3,0.0,9.9,Clear,clear-night
75,2022-01-04 03:00:00,20.8,9.4,6.1,52.25,0.0,0,0.0,0.0,10.7,0.0,9.9,Clear,clear-night
76,2022-01-04 04:00:00,20.5,8.7,6.7,54.47,0.0,0,0.0,0.0,11.2,0.0,9.9,Clear,clear-night
77,2022-01-04 05:00:00,20.5,8.1,5.8,52.36,0.0,0,0.0,0.0,12.4,0.0,9.9,Clear,clear-night
78,2022-01-04 06:00:00,19.6,7.6,7.3,58.32,0.0,0,0.0,0.0,11.2,0.0,9.9,Clear,clear-night
79,2022-01-04 07:00:00,19.6,7.0,6.7,56.6,0.0,0,0.0,0.0,12.4,0.0,9.9,Clear,clear-night
80,2022-01-04 08:00:00,19.9,9.2,8.1,59.68,0.0,0,0.0,0.0,9.2,0.0,9.9,Clear,clear-day
81,2022-01-04 09:00:00,20.8,15.1,7.3,55.39,0.0,0,0.0,0.0,4.0,7.2,9.9,Clear,clear-day
82,2022-01-04 10:00:00,23.0,17.2,8.3,52.88,0.0,0,0.0,0.0,4.3,7.2,9.9,Clear,clear-day
83,2022-01-04 11:00:00,27.5,27.5,8.3,43.75,0.0,0,0.0,0.0,0.0,7.2,9.9,Clear,clear-day
84,2022-01-04 12:00:00,30.5,30.5,8.5,39.04,0.0,0,0.0,0.0,2.5,7.2,9.9,Clear,clear-day
85,2022-01-04 13:00:00,31.5,27.1,11.0,42.09,0.0,0,0.0,0.0,4.3,7.2,9.9,Clear,clear-day
86,2022-01-04 14:00:00,32.8,28.7,11.9,41.48,0.0,0,0.0,0.0,4.3,13.4,9.9,Clear,clear-day
87,2022-01-04 15:00:00,33.4,28.0,11.4,39.64,0.0,0,0.0,0.0,5.9,13.4,9.9,Clear,clear-day
88,2022-01-04 16:00:00,34.3,28.2,11.9,39.02,0.0,0,0.0,0.0,7.2,23.8,9.9,Partially cloudy,partly-cloudy-day
89,2022-01-04 17:00:00,33.4,27.0,11.7,40.06,0.0,0,0.0,0.0,7.2,23.8,9.9,Partially cloudy,partly-cloudy-night
90,2022-01-04 18:00:00,33.4,29.1,12.8,42.13,0.0,0,0.0,0.0,4.6,23.8,9.9,Partially cloudy,partly-cloudy-night
91,2022-01-04 19:00:00,33.4,27.8,12.8,42.13,0.0,0,0.0,0.0,6.1,23.8,9.9,Partially cloudy,partly-cloudy-night
92,2022-01-04 20:00:00,33.4,26.4,12.8,42.13,0.0,0,0.0,0.0,8.4,23.8,9.9,Partially cloudy,partly-cloudy-night
93,2022-01-04 21:00:00,33.4,27.2,15.2,46.68,0.0,0,0.0,0.0,7.0,23.8,9.9,Partially cloudy,partly-cloudy-night
94,2022-01-04 22:00:00,32.3,26.5,16.1,50.75,0.0,0,0.0,0.0,6.1,23.8,9.9,Partially cloudy,partly-cloudy-night
95,2022-01-04 23:00:00,32.3,32.3,17.1,53.01,0.0,0,0.0,0.0,2.2,13.4,9.9,Clear,clear-night
96,2022-01-05 00:00:00,31.1,25.3,18.0,57.75,0.0,0,0.0,0.0,5.9,13.4,9.9,Clear,clear-night
97,2022-01-05 01:00:00,32.0,26.8,17.3,54.25,0.0,0,0.0,0.0,5.3,13.4,9.9,Clear,clear-night
98,2022-01-05 02:00:00,32.9,29.0,15.4,48.24,0.0,0,0.0,0.0,4.0,23.8,9.9,Partially cloudy,partly-cloudy-night
99,2022-01-05 03:00:00,33.2,28.2,21.6,62.09,0.0,0,0.0,0.0,5.3,23.8,9.9,Partially cloudy,partly-cloudy-night
100,2022-01-05 04:00:00,33.4,29.4,23.0,65.21,0.0,0,0.0,0.0,4.3,100.0,9.9,Overcast,cloudy
101,2022-01-05 05:00:00,33.4,28.6,24.2,68.53,0.0,0,0.0,0.0,5.2,100.0,9.9,Overcast,cloudy
102,2022-01-05 06:00:00,33.7,29.7,27.5,77.77,0.012,100,0.0,0.0,4.3,100.0,7.3,"Snow, Rain, Overcast",rain
103,2022-01-05 07:00:00,33.7,33.7,29.0,82.87,0.022,100,0.0,0.0,0.9,100.0,8.1,"Snow, Rain, Overcast",rain
104,2022-01-05 08:00:00,35.7,35.7,32.9,89.54,0.023,100,0.0,0.0,1.9,100.0,3.0,"Rain, Overcast",rain
105,2022-01-05 09:00:00,37.4,37.4,35.5,92.76,0.019,100,0.0,0.0,1.9,100.0,2.7,"Rain, Overcast",rain
106,2022-01-05 10:00:00,38.3,32.1,35.7,90.5,0.014,100,0.0,0.0,8.7,100.0,6.2,"Rain, Overcast",rain
107,2022-01-05 11:00:00,39.5,34.7,36.0,87.15,0.06,100,0.0,0.0,6.6,100.0,4.1,"Rain, Overcast",rain
108,2022-01-05 12:00:00,40.5,35.0,37.1,87.82,0.058,100,0.0,0.0,8.4,100.0,4.1,"Rain, Overcast",rain
109,2022-01-05 13:00:00,43.3,36.8,39.6,86.53,0.019,100,0.0,0.0,12.8,100.0,9.1,"Rain, Overcast",rain
110,2022-01-05 14:00:00,45.0,42.0,40.7,84.79,0.0,0,0.0,0.0,5.5,100.0,9.1,Overcast,cloudy
111,2022-01-05 15:00:00,46.1,43.1,41.0,82.14,0.0,0,0.0,0.0,5.9,91.8,9.1,Overcast,cloudy
112,2022-01-05 16:00:00,46.4,43.0,41.3,82.4,0.0,0,0.0,0.0,6.6,91.8,9.1,Overcast,cloudy
113,2022-01-05 17:00:00,46.6,44.9,41.0,80.66,0.0,0,0.0,0.0,4.0,88.8,9.9,Partially cloudy,partly-cloudy-night
114,2022-01-05 18:00:00,46.4,41.7,40.1,78.77,0.0,0,0.0,0.0,9.5,23.8,9.9,Partially cloudy,partly-cloudy-night
115,2022-01-05 19:00:00,46.4,42.7,39.6,77.1,0.0,0,0.0,0.0,7.2,43.6,9.9,Partially cloudy,partly-cloudy-night
116,2022-01-05 20:00:00,44.6,40.0,38.3,78.25,0.0,0,0.0,0.0,8.6,23.8,9.9,Partially cloudy,partly-cloudy-night
117,2022-01-05 21:00:00,44.3,40.2,37.8,77.69,0.0,0,0.0,0.0,7.3,23.8,9.9,Partially cloudy,partly-cloudy-night
118,2022-01-05 22:00:00,42.7,37.7,36.0,77.01,0.0,0,0.0,0.0,8.4,23.8,9.9,Partially cloudy,partly-cloudy-night
119,2022-01-05 23:00:00,42.4,37.9,35.7,77.07,0.0,0,0.0,0.0,7.2,26.7,9.9,Partially cloudy,partly-cloudy-night
120,2022-01-06 00:00:00,41.3,35.3,34.8,77.52,0.0,0,0.0,0.0,10.0,26.7,9.9,Partially cloudy,partly-cloudy-night
121,2022-01-06 01:00:00,40.5,36.2,34.1,77.79,0.0,0,0.0,0.0,6.1,26.7,9.9,Partially cloudy,partly-cloudy-night
122,2022-01-06 02:00:00,40.7,36.5,33.8,76.33,0.0,0,0.0,0.0,6.2,23.8,9.9,Partially cloudy,partly-cloudy-night
123,2022-01-06 03:00:00,39.8,36.3,32.9,76.01,0.0,0,0.0,0.0,4.9,13.4,9.9,Clear,clear-night
124,2022-01-06 04:00:00,39.8,33.9,30.8,70.06,0.0,0,0.0,0.0,9.0,13.4,9.9,Clear,clear-night
125,2022-01-06 05:00:00,39.5,33.7,29.0,65.92,0.0,0,0.0,0.0,8.5,13.4,9.9,Clear,clear-night
126,2022-01-06 06:00:00,39.5,32.1,28.1,63.53,0.0,0,0.0,0.0,12.4,13.4,9.9,Clear,clear-night
127,2022-01-06 07:00:00,38.5,31.0,22.1,51.43,0.0,0,0.0,0.0,11.8,13.4,9.9,Clear,clear-night
128,2022-01-06 08:00:00,37.6,29.4,18.8,46.27,0.0,0,0.0,0.0,13.3,23.8,9.9,Partially cloudy,partly-cloudy-day
129,2022-01-06 09:00:00,37.4,30.0,17.7,44.58,0.0,0,0.19,0.19,10.9,23.8,9.9,Partially cloudy,snow
130,2022-01-06 10:00:00,37.4,29.5,16.3,41.97,0.0,0,0.19,0.39,12.1,23.8,9.9,Partially cloudy,snow
131,2022-01-06 11:00:00,37.4,30.4,14.0,37.88,0.0,0,0.19,0.58,9.9,23.8,9.9,Partially cloudy,snow
132,2022-01-06 12:00:00,37.6,31.0,14.0,37.52,0.0,0,0.19,0.78,9.4,26.7,9.9,Partially cloudy,snow
133,2022-01-06 13:00:00,37.6,30.7,12.8,35.67,0.0,0,0.19,0.97,9.9,26.7,9.9,Partially cloudy,snow
134,2022-01-06 14:00:00,37.6,31.2,13.1,36.16,0.0,0,0.19,1.16,9.0,13.4,9.9,Clear,snow
135,2022-01-06 15:00:00,38.3,33.4,12.8,34.76,0.0,0,0.19,1.36,6.5,23.8,9.9,Partially cloudy,snow
136,2022-01-06 16:00:00,37.6,37.6,13.4,36.63,0.0,0,0.19,1.55,0.9,23.8,9.9,Partially cloudy,snow
137,2022-01-06 17:00:00,36.5,36.5,15.2,41.25,0.0,0,0.19,1.75,2.8,23.8,9.9,Partially cloudy,snow
138,2022-01-06 18:00:00,36.5,29.7,15.4,41.68,0.0,0,0.19,1.94,9.3,23.8,9.9,Partially cloudy,snow
139,2022-01-06 19:00:00,35.6,32.3,15.2,42.74,0.0,0,0.19,2.13,4.0,23.8,9.9,Partially cloudy,snow
140,2022-01-06 20:00:00,35.3,35.3,13.1,39.59,0.0,0,0.19,2.33,1.3,23.8,9.9,Partially cloudy,snow
141,2022-01-06 21:00:00,35.3,30.1,14.0,41.08,0.0,0,0.19,2.52,6.1,100.0,9.9,Overcast,snow
142,2022-01-06 22:00:00,35.3,30.1,14.9,42.67,0.0,0,0.19,2.72,6.1,100.0,9.9,Overcast,snow
143,2022-01-06 23:00:00,35.3,30.1,16.1,44.99,0.0,0,0.19,2.91,6.1,100.0,9.9,Overcast,snow
144,2022-01-07 00:00:00,34.6,28.3,16.1,46.33,0.0,0,0.19,3.1,7.5,100.0,9.9,Overcast,snow
145,2022-01-07 01:00:00,30.8,20.1,22.4,70.8,0.0,0,0.19,3.3,14.9,100.0,9.9,Overcast,snow
146,2022-01-07 02:00:00,30.5,23.3,24.5,78.24,0.001,100,0.19,3.49,7.5,100.0,1.9,"Snow, Rain, Overcast",snow
147,2022-01-07 03:00:00,29.5,19.9,26.1,86.84,0.029,100,0.19,3.68,11.4,100.0,0.2,"Snow, Rain, Overcast",snow
148,2022-01-07 04:00:00,29.5,20.4,27.0,90.13,0.101,100,0.19,3.88,10.4,100.0,0.2,"Snow, Rain, Overcast",snow
149,2022-01-07 05:00:00,29.3,29.3,27.0,91.02,0.072,100,0.19,4.07,2.8,100.0,0.6,"Snow, Rain, Overcast",snow
150,2022-01-07 06:00:00,28.6,22.3,26.7,92.58,0.068,100,0.19,4.27,5.9,100.0,0.2,"Snow, Rain, Overcast",snow
151,2022-01-07 07:00:00,28.6,20.2,26.1,90.09,0.069,100,0.19,4.46,8.8,100.0,0.2,"Snow, Rain, Overcast",snow
152,2022-01-07 08:00:00,28.6,20.7,26.1,90.09,0.022,100,0.19,4.65,8.0,100.0,0.8,"Snow, Rain, Overcast",snow
153,2022-01-07 09:00:00,28.6,19.0,25.1,86.41,0.005,100,0.0,4.6,11.0,100.0,1.2,"Snow, Rain, Overcast",snow
154,2022-01-07 10:00:00,29.5,20.4,24.2,80.22,0.0,0,0.0,4.54,10.4,88.8,4.9,Partially cloudy,partly-cloudy-day
155,2022-01-07 11:00:00,31.7,21.8,23.3,70.8,0.0,0,0.0,4.48,13.4,88.8,5.4,Partially cloudy,partly-cloudy-day
156,2022-01-07 12:00:00,33.9,24.4,20.5,57.56,0.0,0,0.0,4.43,13.9,43.6,6.3,Partially cloudy,partly-cloudy-day
157,2022-01-07 13:00:00,33.7,24.3,18.5,53.39,0.0,0,0.0,4.37,13.5,97.0,9.0,Overcast,cloudy
158,2022-01-07 14:00:00,33.1,23.9,18.6,54.88,0.0,0,0.0,4.31,12.5,88.8,9.9,Partially cloudy,partly-cloudy-day
159,2022-01-07 15:00:00,33.4,23.8,15.4,47.17,0.0,0,0.0,4.25,13.9,97.0,9.9,Overcast,cloudy
160,2022-01-07 16:00:00,33.7,23.9,14.3,44.46,0.0,0,0.0,4.2,14.5,88.8,9.9,Partially cloudy,partly-cloudy-day
161,2022-01-07 17:00:00,31.5,21.1,14.3,48.62,0.0,0,0.0,4.14,14.5,13.4,9.9,Clear,clear-night
162,2022-01-07 18:00:00,30.5,20.7,17.1,57.06,0.0,0,0.0,4.08,12.4,88.8,9.9,Partially cloudy,partly-cloudy-night
163,2022-01-07 19:00:00,29.5,19.6,11.8,47.17,0.0,0,0.0,4.03,12.1,13.4,9.9,Clear,clear-night
164,2022-01-07 20:00:00,28.6,18.2,11.9,49.17,0.0,0,0.0,3.97,12.8,7.2,9.9,Clear,clear-night
165,2022-01-07 21:00:00,27.5,16.9,11.3,49.93,0.0,0,0.0,3.91,12.6,7.2,9.9,Clear,clear-night
166,2022-01-07 22:00:00,26.9,16.3,10.6,49.82,0.0,0,0.0,3.85,12.0,7.2,9.9,Clear,clear-night
167,2022-01-07 23:00:00,26.6,15.8,10.1,49.25,0.0,0,0.0,3.8,12.4,7.2,9.9,Clear,clear-night
168,2022-01-08 00:00:00,26.6,15.7,10.4,49.78,0.0,0,0.0,3.74,12.7,88.8,9.9,Partially cloudy,partly-cloudy-night
169,2022-01-08 01:00:00,24.9,13.6,8.6,49.41,0.0,0,0.0,3.68,12.6,7.2,9.9,Clear,clear-night
170,2022-01-08 02:00:00,24.7,13.3,8.3,49.22,0.0,0,0.0,3.63,12.6,7.2,9.9,Clear,clear-night
171,2022-01-08 03:00:00,23.8,11.1,7.9,50.06,0.0,0,0.0,3.57,14.9,7.2,9.9,Clear,clear-night
172,2022-01-08 04:00:00,22.7,11.7,7.9,52.46,0.0,0,0.0,3.51,10.8,7.2,9.9,Clear,clear-night
173,2022-01-08 05:00:00,22.5,11.5,8.3,54.03,0.0,0,0.0,3.45,10.6,7.2,9.9,Clear,clear-night
174,2022-01-08 06:00:00,22.5,13.2,8.3,54.03,0.0,0,0.0,3.4,8.0,0.0,9.9,Clear,clear-night
175,2022-01-08 07:00:00,21.8,8.7,7.2,52.89,0.0,0,0.0,3.34,14.6,0.0,9.9,Clear,clear-night
176,2022-01-08 08:00:00,20.8,8.2,7.6,56.0,0.0,0,0.0,3.28,13.0,0.0,9.9,Clear,clear-day
177,2022-01-08 09:00:00,21.5,10.4,6.7,52.28,0.0,0,0.0,3.26,10.4,0.0,9.9,Clear,clear-day
178,2022-01-08 10:00:00,22.7,14.4,6.4,49.06,0.0,0,0.0,3.23,6.9,0.0,9.9,Clear,clear-day
179,2022-01-08 11:00:00,24.7,15.3,4.7,41.76,0.0,0,0.0,3.2,9.0,0.0,9.9,Clear,clear-day
180,2022-01-08 12:00:00,26.6,19.7,5.9,40.61,0.0,0,0.0,3.18,6.2,0.0,9.9,Clear,clear-day
181,2022-01-08 13:00:00,27.5,21.1,3.8,35.67,0.0,0,0.0,3.15,5.8,7.2,9.9,Clear,clear-day
182,2022-01-08 14:00:00,28.6,28.6,3.8,34.11,0.0,0,0.0,3.13,1.3,7.2,9.9,Clear,clear-day
183,2022-01-08 15:00:00,29.5,25.9,2.9,31.55,0.0,0,0.0,3.1,3.4,7.2,9.9,Clear,clear-day
184,2022-01-08 16:00:00,29.8,29.8,4.7,33.76,0.0,0,0.0,3.07,2.5,7.2,9.9,Clear,clear-day
185,2022-01-08 17:00:00,29.3,25.6,3.6,32.84,0.0,0,0.0,3.05,3.4,7.2,9.9,Clear,clear-night
186,2022-01-08 18:00:00,29.5,29.5,6.5,37.17,0.0,0,0.0,3.02,0.0,7.2,9.9,Clear,clear-night
187,2022-01-08 19:00:00,29.3,24.3,7.1,38.5,0.0,0,0.0,2.99,4.6,7.2,9.9,Clear,clear-night
188,2022-01-08 20:00:00,29.3,24.6,9.0,41.96,0.0,0,0.0,2.97,4.3,7.2,9.9,Clear,clear-night
189,2022-01-08 21:00:00,29.3,29.3,9.8,43.58,0.0,0,0.0,2.94,1.9,0.0,9.9,Clear,clear-night
190,2022-01-08 22:00:00,29.3,22.0,6.7,37.83,0.0,0,0.0,2.91,7.3,0.0,9.9,Clear,clear-night
191,2022-01-08 23:00:00,29.3,22.9,8.3,40.73,0.0,0,0.0,2.89,6.1,7.2,9.9,Clear,clear-night
192,2022-01-09 00:00:00,29.9,23.4,9.8,42.42,0.0,0,0.0,2.86,6.4,7.2,9.9,Clear,clear-night
193,2022-01-09 01:00:00,29.9,20.5,9.8,42.42,0.0,0,0.0,2.84,11.4,0.0,9.9,Clear,clear-night
194,2022-01-09 02:00:00,29.3,20.8,12.6,49.28,0.0,0,0.0,2.81,9.2,7.2,9.9,Clear,clear-night
195,2022-01-09 03:00:00,30.2,22.9,16.6,56.52,0.0,0,0.0,2.78,7.5,88.8,9.9,Partially cloudy,partly-cloudy-night
196,2022-01-09 04:00:00,31.1,22.5,16.8,54.92,0.0,0,0.0,2.76,10.3,33.2,9.9,Partially cloudy,partly-cloudy-night
197,2022-01-09 05:00:00,32.3,24.0,18.8,57.14,0.0,0,0.0,2.73,10.3,88.8,9.9,Partially cloudy,partly-cloudy-night
198,2022-01-09 06:00:00,33.4,25.3,21.6,61.49,0.0,0,0.0,2.7,10.3,97.0,9.9,Overcast,cloudy
199,2022-01-09 07:00:00,34.3,25.4,22.7,62.03,0.0,0,0.0,2.68,12.9,88.8,9.9,Partially cloudy,partly-cloudy-night
